PetID,AdoptionSpeed,fold
d73b2a4c6,2,1
d2cd71ec2,4,4
0340ac5f7,1,3
b9fa9ce00,2,2
6d089036f,4,2
113920513,4,2
db095d92a,4,3
1ba42eca2,2,2
66038a4b3,4,2
5bd405bac,2,4
50418fb29,3,1
645914c88,1,1
9c5feed55,2,3
e402f3b2f,4,3
a5edf3e84,4,3
a0c64fbad,4,0
afc71f432,4,3
6c4d7b09f,1,4
b3faddf18,4,4
4695c4fb3,4,2
b26374255,1,0
bd881326e,4,1
140ef35de,4,0
fd38d0da0,4,0
5451356cb,4,3
746f52206,1,3
88030e16e,2,1
c13da6b92,3,0
0e49eebb3,4,4
087313ba2,2,3
76a045292,4,0
f9f914ed3,2,2
4012be917,2,1
b97569bc9,2,2
72a7cb335,2,4
62817491e,3,3
7c82670f8,1,3
9df9b11b1,2,2
bdf00be34,3,1
02af3813e,4,4
9d5f190cf,2,2
24c1d5a33,2,1
d8e376a50,3,1
7cf37c7e2,1,3
b92781dca,2,1
8dd28c706,2,3
c4ef3ff97,4,0
db5a260fa,3,1
9d87fbd92,2,3
b9f8cf52a,3,4
5b6add800,2,2
ba030cdba,4,4
01e517961,4,3
e94581522,4,2
802a18435,4,4
a06b5eb73,4,3
e50fb0c6c,4,1
5e203eeaf,3,3
21260b18f,1,3
0063f83c9,1,0
a37e46e35,2,1
1727cfc45,4,3
f2c84786f,1,2
3cc6084ca,4,4
12c65f314,4,3
ff6118cc2,1,0
3060de782,1,0
2e3bfe5a9,3,4
81d404558,4,2
a7be93837,4,2
9664bcecb,4,2
f22f3578c,1,2
a22499988,2,1
2cdaa8a5d,4,0
a3dfe1991,2,4
a9e96f77b,2,1
997db5df5,4,3
954a6e415,1,1
3b15c42d3,2,2
626b056b5,4,4
38c5d4e0e,4,2
773243cf2,2,2
a4c903a3d,4,3
24cc193f3,4,1
5c496f946,2,2
93685a66f,2,2
5b3c81931,3,0
791560e54,1,0
5dff24075,3,1
e6f4d14a0,4,1
abfcb22bc,4,0
0beacc42e,4,4
3a9f1c036,3,2
d4ce7a1ed,1,2
cde5f25db,2,2
27b1bdd40,4,2
caaf719c3,4,4
e3fcd8a2f,2,3
f04c098ed,4,4
58ee93558,4,0
dcf366e02,1,4
3b2b69d20,1,0
221331819,4,2
bf5bf91a2,1,2
502c3e7ae,2,3
9586639e9,1,3
cfa67dca2,4,3
e388a963d,4,3
a22ddc666,2,3
5e0519e3d,4,4
daed3d063,1,1
9b9873716,4,3
df5f12e58,3,4
281618ba5,3,4
bd37ccdd5,3,3
25765058c,4,3
4891fdacd,4,0
06cd6c623,2,4
b921bfb80,4,3
00bfa5da9,4,3
baf7a42fd,4,2
14ae60869,3,3
75a286d8a,1,4
97450a196,2,4
9d24c695e,1,0
05d3e4d55,1,3
d6259561f,3,4
edf74226c,4,3
c8e776446,1,1
bdde3b5ca,3,1
91e663cd2,2,2
0633474d9,3,1
854319675,3,3
cc13183c3,3,0
f0a2122d4,4,2
bf5c5cded,3,4
e09995135,2,0
d476272d7,4,1
56f7b3216,4,1
23829dc63,1,2
e6c3faeed,2,2
01573c686,4,4
7575371db,4,1
4b69bf0e7,2,3
f42161740,2,1
bfe061b7e,1,0
e88aaa263,1,1
9b4dad348,1,1
257a99aa2,4,3
6261c9966,1,3
87aff0121,4,0
7542076e8,4,4
f64813f9e,3,1
417c09a08,2,3
7bfe2d68f,1,4
a6eb71dc0,2,0
1c562d3a8,4,1
31b90821f,4,4
81d82bda3,4,1
21415ffb9,4,3
76b818bdb,1,4
3e25d4fb8,4,1
756025f7c,2,0
570fdcc4d,4,3
dd654a9e7,4,4
5a2c8a05f,4,1
044548f89,2,2
09f75d8e1,2,4
672bc370b,3,0
f9f0a5dfb,2,2
30fff49fd,2,1
a21b6c40a,3,3
35c0c3aca,3,4
54c2d49bb,2,4
8bc07d296,3,1
a2cd5b78a,4,2
2d837689d,4,4
3928a4b23,4,1
c278935de,4,1
e3f51f5e0,2,0
2f0abd493,3,3
649589d9f,2,1
cc068a979,4,2
ada57411b,2,2
605fe21a1,3,0
93d842736,2,2
872317673,4,0
b9da26f0f,4,4
87e1b0c16,4,3
350a14e36,3,4
e1052f933,4,0
387a2639c,4,0
ea1318971,4,4
26365df53,2,2
1635eac9a,4,2
af2f3a166,4,3
283d93104,3,3
6b6cdfdfe,1,1
0edacb2ed,2,4
c03b8b2db,2,1
b84ad40b4,2,3
19fd91f5b,4,4
eaab63bd7,1,0
7bce76c66,1,1
01e5d357f,2,3
615f5dc85,3,2
868fb91f3,4,2
35cf91e6e,1,1
dd8817ccb,2,1
eb652ec07,4,1
d714680ff,2,0
36edc334e,2,0
fdc472b2e,1,3
d25638f81,4,0
62b2ac9fd,1,3
500327aed,4,4
814430b64,1,2
1fbf04fab,4,0
f9e3a51c1,1,4
1f7bf1b32,4,4
b623d9449,4,2
b5033c917,4,3
b1350a4af,4,1
ff96988fc,4,4
2b4003be8,2,2
9697ebf42,1,0
2196b0156,3,1
350116b16,4,2
66125940b,2,0
4482a8d57,1,3
a1fc6f0bb,4,0
b5ff2b987,4,1
81ea0e01a,3,3
df091dc6b,1,4
e464e666d,3,1
6083e589b,2,4
40c0fdccb,4,4
06bfadf29,4,1
fae628c13,3,4
1a91262f6,2,2
a7b53e5ca,2,3
a234c6496,4,1
bdab91b8c,2,3
e1af060fb,1,3
8685b7512,4,4
4cc05c35d,4,4
308034707,3,4
597a7afc2,2,3
1940b59e7,2,4
3501d8f4f,4,2
482fc8a70,4,4
ac1eab621,4,4
38cf8b2f5,2,1
32387ac37,4,3
eb4dbddea,4,1
8c0273869,1,2
1fba9cbc9,4,3
cd565b4f7,4,3
ccdc0f862,2,0
6ad1d75b2,1,4
93a9e05b1,4,3
daf1a8d08,4,4
aa91c3400,1,0
59f4e3255,3,1
937c2e14f,4,0
1d30559d8,3,1
f13ba84ac,1,2
8f639ea65,2,0
7aa0bcef5,4,3
c3ed4c50b,3,3
ae00eded4,3,2
f522ad8d4,4,0
5fdd708f3,2,3
244144067,2,4
c93e63352,3,0
103dd7bb1,4,2
d672df50c,1,1
836b6e6f3,4,1
4555f9273,1,2
d4427513d,2,2
75f574b0a,2,0
2e41f018c,3,2
ef5fcd597,3,2
e808d9fee,4,3
dc996a1a4,1,3
3101ea018,4,3
da7680082,2,2
9fe6f98a5,4,1
997653f86,4,2
130797334,1,4
9115f86cb,4,0
0e88c1c1c,4,3
85188cb67,3,2
24fee0cc4,4,0
3ef5f0537,3,1
d565f7c6f,1,4
c7c443855,4,4
412d6c47d,4,2
768fb166d,2,1
84f065b56,4,0
de8b7400d,4,3
a6e37f91b,3,2
83b2fae5e,4,2
6be26ea05,1,0
9ef3d0eec,4,1
2bbe22924,4,0
1f2c63312,3,2
7f78266ab,2,2
ea03ccbba,4,0
8bacce548,1,2
b9568ee6f,3,1
aece6e7bf,4,4
ece36dc30,1,4
cfe8c6bef,4,4
ca144ac2a,3,4
484915b4f,2,3
90dc0d83f,4,4
87a679d31,4,4
361e79f5f,1,4
1a030d758,2,2
d1dd377ae,2,1
da928b2cd,4,4
41175dcb5,4,1
a7f77b3bd,2,2
5d5942493,2,1
285758945,4,1
c71d537da,2,0
26a4d7052,3,2
ea9ad03dc,4,3
0e1a54250,4,0
406a1e534,2,2
bc22c806a,3,0
c1577c976,4,2
a11245368,4,3
146005aa0,3,0
4407e70f3,1,2
0902b6664,4,1
988c18c10,4,0
7c17de5f6,3,2
0c0bae9fb,3,1
6c5a7a1ef,4,4
1f82a9cd0,2,3
3ae51e685,3,1
bce2ed853,4,4
22f6c0ac6,3,3
b8750b910,1,1
1811b1412,2,3
4a3380641,3,2
2469e58fd,4,4
acb108730,4,2
c5f1eb8b6,1,3
e7e23bfbf,1,1
7e4ac998c,4,1
24357b578,3,0
cf9e48222,2,4
6e77550de,4,3
029b05087,3,4
e59c8fc76,4,0
416d8761e,1,3
e4406b18a,4,1
7adf54516,3,4
e4eb08c79,4,4
89446d475,4,4
163adc370,3,1
e01e4a2fb,2,2
de1a20009,2,3
0b501f1d8,4,4
0f544b558,1,0
ecafbb542,2,0
4b0b7dd2f,4,3
bd9d521c5,3,2
4f6c8d13e,3,4
1eb041ff3,3,0
755f10f8a,4,0
e2cf62da9,4,1
6784b2fcd,4,3
45bec784b,3,4
3c008b0b7,3,1
7ddf00d90,4,2
d7dd71467,4,4
82e86dcbb,2,3
d353b436f,4,4
c74d9c9f3,2,1
8c1658988,2,3
4892ceb8d,4,4
bed78eb25,2,3
c763f19ef,1,2
28c34e5dc,3,2
39e0f5513,1,2
5b11611ff,1,3
e833d08bb,2,2
b5aa169b4,4,3
5183f369d,4,3
99cbd42dc,2,2
f91cc9f0d,2,2
19af88854,4,3
3d8a35224,3,3
2e5e35de8,1,3
f1afd4033,1,1
d6fd7962e,4,0
5ed5663ae,2,3
9e6570928,4,3
7ec72b62f,2,3
0a7798d2b,1,2
4b2aa880a,3,3
27e16a68d,2,3
06c724ada,1,1
46687a6d1,4,1
16abc088f,1,1
326b17344,3,1
63ea7cfeb,2,2
ee4acef8d,3,0
0bf83cc3e,4,2
a76983523,4,2
5bc5b2ced,4,1
3244cff21,1,0
b4060a70e,4,1
8a302ccba,4,2
0d47275d4,1,3
28a0ae4fe,4,1
b278cd182,4,4
a89f8b241,4,1
cf85bd080,2,4
850875906,1,0
4c31c7db9,1,2
b3580fea4,4,3
cc9f9c4c1,2,2
ada1e6f38,1,1
b412a3f6a,3,3
f749cd744,4,2
774de959c,4,3
ad491b969,2,2
a86bbc71f,4,2
2c8ae4c7e,4,0
8bf0f354b,2,2
b3c62d7f8,4,1
26a351904,2,1
e50174698,2,0
daf955524,2,0
76a063a20,3,4
b4eb7f4df,2,1
1b36762d2,1,0
3b7aad341,4,3
470e49e41,3,3
f61c4cead,3,0
2e1853b79,3,1
a92b06d0f,3,1
60c1c2fbd,2,1
17a5487d2,4,4
2831adaff,3,2
f7be274e0,4,1
d8179f4d9,4,1
8e5356302,4,1
9fb8e5e73,2,0
0ced977d7,4,2
348591b3f,1,4
47787f847,4,4
4e797dcdd,4,1
6d4f64bb7,2,2
fb278c21e,4,3
1d2a7f0dd,1,4
030f32f08,4,4
91c2edae8,3,1
8ec043344,4,1
d5ba03e9a,4,4
bea6f651c,4,3
4866e37fe,2,4
4d27ab123,3,1
26ceb4ba8,2,3
93329ec1a,3,4
9a8cbb0c8,4,2
8df053c7e,2,3
8a3efc6c4,3,1
f980544af,1,0
f982548b8,4,2
b279ec774,1,4
2931d3eac,4,0
b62d80c49,1,2
f75724b44,3,3
dafa3b086,2,1
8760ee6e3,4,2
8849d3fe9,2,0
728a08a8b,4,2
39e0cc98e,1,0
9acd96273,4,2
8bc5380ca,2,2
99c2ceb33,1,1
a3d8c3aaa,1,0
a7344d7f5,1,0
af8fdab18,1,0
7d73574ed,4,2
fd32c2466,4,3
d41aa1c62,4,1
a904d6da4,2,3
17b2d4cd6,4,1
41c61ed91,3,3
42e7de7c0,4,0
218f8bb3a,4,3
4fdebca57,2,4
763264fa2,3,4
a1fb1b5bb,3,2
9976d9007,3,3
c5af48975,2,0
f981112a8,3,4
f0ba86cc6,2,0
da80c8aa2,4,4
45f8df95e,3,2
653f94080,4,2
97f683e04,1,0
a0bcee7e2,1,2
b8daff578,3,4
c0f651276,2,1
9b52894bc,4,4
67e7da152,3,0
7295b4948,2,4
a92c2f233,4,2
9aa40019a,4,1
9adf0f234,4,0
dcdf98438,3,3
96a0b8d03,1,0
0d34bfde7,2,4
618430208,2,2
5071e525c,4,1
2a9223451,2,3
b34a57b41,4,1
b8d35b6c3,3,2
f231e1f78,2,2
49a832741,2,0
e78a33d4a,1,2
3bcc3be83,4,3
387701d9d,3,4
976fcf5a9,1,0
5208915a3,2,2
172c8129a,4,3
529025eb8,3,3
2e76362c0,4,0
ca7aa9eec,2,1
dee525fcd,3,4
c9feb3eb3,4,2
7a84326ff,4,0
e3acd4da3,3,3
233ddf40c,2,1
37fadf608,4,1
42ea2e045,4,2
7ee058c3d,4,4
a03da4900,3,3
0abff77fe,3,1
0dff88b6f,2,2
3ba4ccb80,2,4
6819ce556,3,2
0173c456c,4,1
756308d39,1,1
b1cb5d0ec,2,2
1c92ce464,2,1
51366110e,2,3
b857d5ac6,3,1
d83f60849,2,2
943611bd0,1,2
2a154e41c,2,3
216840542,4,3
7da9d50b1,3,4
107c30c6d,4,2
e01f077a7,4,4
e9cf01a21,4,4
a6adb9a9f,2,1
f64fd2354,4,4
4544aecf7,4,1
2262be7e9,2,0
91c023cb7,4,3
19d8b1d8e,2,1
67221a8f8,1,3
4b148edd2,1,1
cc42556cb,1,3
fbf954ea2,1,4
b98316a91,2,4
816005a03,2,2
d72dafbea,4,3
3166b0f31,4,2
9a7885841,3,3
afe19c37c,1,0
5bf976dd7,3,1
87ec8e435,3,2
14b3376eb,2,1
8a0a8eec0,4,3
67d74124e,4,3
0719de933,4,4
caa616482,2,4
d39684633,1,0
4b8b0a817,2,0
8d6c8d486,3,3
c670993fc,1,1
102482c40,4,0
829889fa9,1,3
8e2723a38,4,2
48aa8ee7c,2,2
46ef61c91,1,1
b940cf8b8,4,0
9e9ce66e9,4,4
c1ba2169b,2,3
083f50328,4,2
ef896feeb,4,4
de43c6ce5,2,4
162c1d98a,2,2
e4f17eace,2,1
deda21b9a,2,0
6984c9c58,2,1
92d0ff357,2,0
e2bb56954,4,2
b9d28a286,4,3
429017e9a,3,3
000a290e4,2,3
c78fa1a45,4,4
c60e6aff7,3,2
d1a9104a1,2,3
ad66b0f44,4,2
066521b34,3,1
969b9bb00,2,1
f785304ad,2,4
172555cfd,3,1
f6ec35f31,4,4
faf4fd269,2,4
82db604c8,2,1
175af62c1,2,2
f83695eb0,4,3
a9ec75efb,4,2
9d1b799e7,4,3
c37419ab7,1,4
394c13865,2,0
63dad490d,3,3
c52b99ee2,4,3
1a2816f0f,2,2
b28951b61,4,3
be467e42b,4,0
be7ff8075,3,3
52363327c,4,3
890127ff5,3,3
9deed930d,4,4
dce0ccf91,4,1
1c3793826,2,3
1077fb67a,2,0
b7359384d,2,0
11c88e3be,2,4
2c007007f,1,2
6b0103c04,2,2
687e9c33c,4,4
9003318e5,4,4
2463e0981,4,3
0256cac2b,4,1
e6a856527,2,1
8044a4f7e,4,3
8f9bfc9f4,2,2
706c85343,2,2
2e111f82d,4,4
8717133d3,4,2
2ccf25b91,4,4
2b530d418,4,4
22de1a590,2,4
39444f259,2,2
e5155cda1,2,3
407af6f7d,2,3
8a9c5472e,3,1
934546487,2,3
8ca443ef0,3,1
7e19f2890,2,4
a1e9aae7c,2,1
53923463d,3,1
fee500b95,3,4
0a140a67e,3,1
ab3d83bd1,1,2
8a0cfdd56,4,2
0c859ef92,1,2
1d5be4060,3,4
0acd95320,3,0
b80b51bda,3,4
885c668e4,3,0
4a78a1859,1,3
c60a12958,3,4
b207cf9ea,2,0
8d91ae666,2,1
954243934,4,1
64f41ee68,4,3
bf0dd40e3,3,1
c662b7876,2,4
733f9942b,3,0
564356241,3,0
78e5e19b6,1,4
b3a19b9dd,2,0
8b2be8807,1,4
69ba8d92e,3,3
230e1df8f,1,3
9dfcbe364,3,0
9edf8fff1,1,4
ec9da833d,1,4
88edfa259,2,1
38e12233c,3,0
09f6e29b8,3,4
350208e1a,2,1
5c67a27f5,2,0
e0ec9b89c,2,2
5550a68dc,4,3
fe65d17b1,4,4
76495d7f4,4,3
85ed50b25,1,2
4696fb463,2,3
7115607a0,3,3
dd4f3b8a8,4,0
51714821c,3,3
c7f4e4fb5,2,3
f8d831236,1,2
fc52c0c82,1,2
e9dbf1095,1,3
20f870155,2,2
ebc345fe0,4,2
ad8569001,1,2
ed40421f9,2,4
9b9cadd98,3,0
322b32801,4,2
881d46cc0,2,0
c39e5de99,4,3
bcf546cb8,1,4
f1e99433d,2,2
e0b6196d9,1,2
6824120c3,3,4
8d51c3200,1,1
de591574b,3,1
c76d9c5b9,1,3
8d50d37f8,2,3
48088c0e2,4,1
dd13b36c6,3,4
435f419f9,1,4
507e734af,4,1
3b901ae31,4,0
38fc09756,2,3
d0101e748,4,1
14ee9a2bb,2,3
5d1fa8ddf,2,1
d7de7e8fd,4,0
98e211da3,1,1
037464956,1,2
b9405015b,3,0
01b167b92,3,3
9ba7b7b9c,2,4
8e68a9075,3,4
7d7b5bf2f,2,2
3daf36ca1,3,4
812ec1ab5,2,0
e12797ab1,4,0
54b2051c1,2,3
062633cb1,1,2
52a539ef3,1,4
d0c3c032a,4,1
fd7811109,4,1
f6dc58442,3,3
6840e38e5,1,3
f024e91b9,3,1
cf51903db,4,0
fea8ba32e,4,2
818df5a9f,4,2
6b4a3074d,2,4
ca90f9062,3,3
f0982978a,1,2
19745f3dc,1,1
b1021dc35,3,0
eab44dad9,2,4
804e56f9b,1,2
04e7d89c0,3,2
1436092b4,2,2
a90161422,4,0
5d9feff2e,1,4
54e0ac09d,4,4
d8df310c9,3,0
ef55e89bd,3,2
1ae342ed5,1,2
21d26302c,2,1
1aa8ed8dc,3,3
4e3640544,3,4
bb675d874,2,1
7125e101b,3,2
9699a3d34,2,3
39bf24ec8,3,1
fa97a865d,1,3
9cd08bb2c,3,4
0ef640aaf,4,1
d46569700,1,0
2d725d001,1,1
1fd2f589f,4,0
34fcc459a,4,4
eef0fa0ef,2,4
b3cf90bd1,3,2
b1dd64fa6,3,2
6f0cb510a,1,0
3c0c76a42,4,4
dea0253b6,1,0
6d1596957,4,4
0ea2638e9,3,2
7e87938c3,2,3
37d0748c2,3,1
7f7080e6b,3,0
056cc22d2,4,4
533916bd6,2,1
37884b086,4,0
b62619afd,2,1
1c69743d6,2,3
8ad784999,1,1
cdcaefa4b,2,3
1bea097f1,2,2
a080c1037,2,1
648897870,1,1
cd9c84ec2,1,3
b0c159af4,1,1
e3a680ce0,1,4
8ff0818d5,3,3
fa07f7477,2,1
fb4078a22,3,3
b66715e26,1,0
65dc47112,3,0
1d9604897,2,3
09c629b05,1,4
9c31047a7,1,4
90f1bb168,1,4
64070899d,2,4
3998bcfec,2,3
f6f2f9424,2,2
2f19ac5ab,3,0
a3e7124c8,2,0
a8cfbf446,2,2
ae0bc846b,2,3
553b720c2,3,1
338ccb571,1,3
6608d48b2,2,2
326a3c785,3,1
ca2c00404,2,0
37bbc6060,3,3
0a1b56e66,2,1
1f4378ff6,1,3
eed29a312,3,3
0459c7bb7,4,1
11b20ee8f,2,4
9dca0bf20,3,2
86219b4fe,3,2
a427984f4,2,1
1b59f9f38,3,2
f33f3512e,3,4
8cbae6e2a,1,0
5c62b4a8e,2,1
caa5d1e6b,3,2
a2dc697f6,3,4
6dcce539c,3,0
67e41958c,1,4
3a67f200f,4,3
44da8c2a0,2,0
91e996718,1,4
1e62e6022,1,4
20bf4bf39,1,4
a14f8bd53,4,0
1a1e3aa63,2,1
95636a0d9,1,0
703c9a23b,1,1
2774ef93f,2,2
83defd365,1,4
b114199dd,1,3
714e287c7,3,1
74fb03e51,1,3
32618b795,4,2
41e4574a6,1,1
f47679843,3,2
9b1241ef0,3,0
f0bfe80e3,4,0
60b188249,1,4
14e788800,1,2
5678616cc,1,4
411bba4e8,3,4
939268f8e,2,2
3b4a987ba,4,1
5cba5c76a,3,4
ea303d329,2,2
5ccf203a3,3,0
3bc3e9db2,2,0
63562f208,1,3
8a6ba0a40,4,4
b25d569cd,4,3
7e48ad81b,1,1
ce50f376f,2,4
ade6b8efc,2,2
baa309426,3,3
942af9028,3,3
acd9e66f1,1,0
11cc5a797,4,2
90bcfd0e4,4,4
6085869a7,3,3
35542ae3e,1,1
fb9ae7d12,1,2
e0b36580b,1,3
bd7b805ba,4,0
98ae7d88d,3,0
c15d26817,1,2
7f9f1a2d0,1,0
0243911ea,4,2
06cc44fad,3,0
fd1bf9554,3,3
12e711074,4,0
0497f7012,3,4
9b9e24b37,2,2
1945c0690,4,1
434691342,3,2
8f90bba4c,1,1
522b73db7,3,1
abdeff83f,3,4
df880995b,3,0
5f28b76d7,4,2
7d526090e,1,2
bc4bbcef1,1,3
89df794d1,2,2
c45e47c4c,1,0
bdb0f50e0,2,3
d30dcea91,2,4
cc0eced0d,2,0
71297d780,2,2
4963e95ce,1,4
a1b3dafc9,3,0
6ea65996b,3,0
50d1c2157,2,4
2fe763187,3,0
704737525,1,2
af75249aa,1,0
97b469d4b,2,0
5e17c1fde,1,0
35f9818a7,4,2
60786724b,2,3
4a4d8cadb,2,4
a4dd57b11,1,4
9795221d0,3,3
276ce7f3a,3,1
db08f8564,2,1
1c59513dd,2,2
7b872f1aa,1,4
bcdaf8640,3,2
75ee37fa5,3,1
14580436c,2,3
d77baafda,3,3
959064f3c,2,2
0f27a7baa,1,2
02f7300db,1,0
a952a211e,2,4
ad8b02fcc,2,0
a97467fb6,4,1
c7e3c3270,1,0
7ea900f4d,2,3
f53be74bd,1,4
3a0e3b527,2,0
b8215b5e3,3,0
3ec367f79,3,0
a3af82b71,3,3
277014d80,3,4
1b3dcf712,3,3
1a2c91362,2,0
ed1f38a40,3,0
b756bfae3,2,3
88c07e663,4,1
418a25e6b,1,0
1f467ba22,4,3
4acf3e30e,1,0
de12dc945,1,1
506697cb9,2,3
9882871d9,1,1
d30087066,1,1
bd9e87899,4,1
4e2440e26,4,0
a3f6438ea,1,0
3948f67d7,3,0
894d76b65,1,4
7e0f474bc,1,2
123f15578,4,0
2fa8b64b1,1,1
b0d8b0778,3,0
6cc070892,3,2
66bd449fc,3,1
1b752d78e,2,1
65f56897d,3,4
1c4f5efa8,2,0
9191da7b5,4,2
84d7ac922,2,3
72626612c,2,2
586585da9,1,3
b3fa60bc7,3,2
2679a20fe,3,3
409ad5a23,4,2
63c93929a,4,2
59ad17125,1,2
94ae813d8,1,3
cf49e1549,4,1
fd123a15d,4,2
dc549e010,1,0
14a9958e0,3,3
9193c38af,4,3
b5158ef9e,2,2
d7976886b,1,1
147e587da,4,2
e152df77a,1,3
9ee623346,1,3
493d9cc81,2,3
9676b5e36,3,3
fbaec0999,1,4
cc8459867,1,3
90b438e96,4,4
7942b62ef,2,3
ea678fb08,4,3
086857d70,3,4
dc1c9f8d5,3,4
245bfe92f,3,3
f06cf606d,3,2
72d753384,4,0
aca9ddee7,3,0
343c1f526,3,3
c3b263e8f,3,1
4a4db4d32,2,1
5ab4df736,1,1
3268dcfd0,3,3
e69dd7d09,2,2
e585b064b,1,1
355048bb7,4,0
a9bcc4196,1,2
23874f644,3,3
4cc8c07d5,3,1
86379f12f,2,1
43ff07bab,4,4
8071fcc9c,1,3
8eb5d1d04,2,1
56d6e2c8b,4,1
bba70dd12,3,0
c9d8b22d0,1,3
68ab069e3,4,4
e3d68b63c,3,0
86ce90970,3,0
44d1246e0,1,4
dd2452dfa,1,3
0697d76d2,1,1
5b31b0fa4,4,3
b4809e7d1,4,3
85ec1aac0,4,1
d2be70a4c,2,1
adfd0f0bc,2,0
134e12e92,3,2
115a4b208,3,2
ee6e0abe4,1,4
ef8d291b0,1,1
aba758b7f,3,0
a27a03914,3,0
12ccd5019,2,0
6bbcc7ea5,1,2
a1cb8764d,1,4
cc261e309,1,3
b7d2d752f,1,3
b342437c5,2,1
9b8805c58,1,2
f54941314,2,0
e4abb93bf,3,4
3f1b7bea6,2,2
c03fe7452,2,2
d4e96e3ce,3,3
3e4f81782,2,4
67be298a7,4,1
5d0551d53,2,1
36f3f7027,1,0
67825bf81,2,2
574919b00,3,2
d35c1ab62,2,1
6b94af372,2,2
92d4c1513,2,2
0045ed62a,3,0
1dc8f0fd4,3,4
cb423070b,1,1
52c904832,3,2
96ba0193d,2,3
6dac572be,2,0
43ae30dd8,1,1
1dcd8bc8a,1,1
ebd78e1d4,2,3
f8db6e695,1,3
6efbd2584,4,2
1adf071b0,2,2
5f72e457d,4,4
fffa39a6a,3,1
05a05d562,1,2
ffab93d18,2,1
a1019e087,3,3
489466e53,1,3
ef9b5808b,2,0
e0f46aa3e,2,2
8b1abca6a,2,2
a21f5e84b,1,0
a484694a1,2,3
e26548e11,3,1
0cde9b460,2,1
382dd71c1,4,1
e093c4886,3,2
2c24655fe,1,0
4bff9728d,1,4
ad6387a7e,3,3
ddb95945a,1,0
cfbd5c54d,3,1
9d356b9f6,3,4
479500716,4,2
ad786540e,4,2
1c2dfa92d,2,1
69ba6c8d8,1,0
0cb52145c,1,4
8b65f9305,3,4
018188075,1,4
6dd6363f0,2,3
fb9474822,4,3
a43d578dd,1,0
d404012af,4,1
02f37d829,1,1
9eca51592,2,1
046d3a9d9,2,4
183160bf0,4,3
29bcccb7c,3,1
057e5347f,4,1
cbdeed3f9,1,1
f0057428e,1,4
16349e686,4,1
5dbd7f61b,2,0
07dd9a0a5,3,1
6bf713e5d,3,0
a3eb4fe4d,4,3
2ac3ca459,3,1
939ca33f6,1,3
f9464ddbf,1,0
88db34068,1,2
ec5aeb98a,2,0
485887f4c,2,3
27867018b,4,3
7cbf39f49,2,3
4fe9ef7ce,3,1
27bf3ae34,3,1
5ab1e209b,1,3
1819e298c,1,2
5dace0494,1,3
75fccfb43,4,3
7ca5ee472,1,0
f594a2e18,2,4
c35cc3520,4,3
9b6b350c8,4,1
e73b8f98b,1,3
91df1b68f,1,1
1d1c1d51d,3,0
6d6390b1f,2,2
d3fd60eb9,3,2
29b04f54d,3,4
cb9eb954c,3,4
2b8832432,2,2
839aa5fd0,2,4
c5ee96818,2,0
420f5cd9c,3,1
8ff587b75,3,3
3f5405630,2,3
6c909e8d0,2,2
6264e2ffa,4,3
8c70e9de2,1,0
0d440b00e,2,4
4bef58278,4,2
1acab1703,2,4
f67dcb4b3,1,3
c1653516e,1,1
4e3e41b78,1,2
64ea61ea7,4,0
4999e2693,2,1
dd55841d4,2,0
cd870fb18,2,0
ca1df3f71,4,3
7af4cab5e,3,2
382cc2865,2,1
44bc5f67c,1,0
7b9cc47f0,2,4
4212729be,2,4
bc14cca27,4,3
154d24447,1,2
1e1e7c4ec,2,4
9c1ec9939,3,0
e78e9736a,2,4
affc18183,1,3
518e71b74,3,2
72d68bbd0,3,1
c84e9ae78,2,1
e3883d4f0,1,1
c70a3fcc5,2,4
1ff11cef6,4,3
94918fff6,3,0
b41fd3816,3,3
7c3481fda,3,0
86c131c22,3,4
fe2209833,2,3
87143ebd2,1,1
f726dd490,4,0
f2716e1e5,3,0
9f104904f,4,3
c63dc4adb,2,1
2db012118,1,3
026ebf139,3,2
c573a0ce7,3,3
765bd139e,1,0
f922bd640,4,3
8425c2a48,3,1
5a3ea9e8a,3,2
4f35cb8e6,4,1
d584d51b2,1,4
445c703ff,2,0
e442c149f,2,3
334975a99,3,4
bb2a14bd0,1,3
4bff1ab0b,1,1
69a1bfaa9,1,1
3f568e3a2,1,2
ada93cece,4,2
745fd19b8,3,4
d6b7b63de,2,3
4785a8894,4,3
3e946254a,1,2
9fcc4951d,3,2
4bb0c8226,3,0
677282310,3,4
6a8d98847,3,2
12dd13adf,1,4
045543730,3,1
0b04b1c7a,4,3
08ee62d43,3,1
b567ca662,2,0
85e0c743b,2,3
ad9d334b5,3,0
4501e7e4f,4,3
2d79d25fa,2,4
636d6a0d9,3,2
6c64dd197,1,0
a5f82d04e,1,0
6dac8ec35,3,2
a479a1a6a,3,0
bb5917ca8,1,2
4cc70e613,3,0
bf20ac1c9,1,2
b3f69b209,3,3
314e041cc,3,1
e7a74fca8,3,3
9c87d70e5,1,0
692bde33a,2,1
8b2d9c8f5,4,4
a2124f529,1,1
a091487fb,3,2
09cc3f346,1,4
30917edfa,3,1
95855babf,3,4
8fe2cf87b,2,1
dcba09ff1,1,1
dfe361097,2,4
161de24f6,2,2
d0f8b280d,1,4
f10390965,4,1
f94ea9d92,3,1
086ed2122,3,3
8520800b1,1,3
a09a76aba,1,1
b440a9cf1,4,2
